Rain ,Temperature ,RH ,Dew Point,Wind Speed ,Gust Speed ,Wind Direction ,PLANTA,FRUTO,INCIDENCIA,SEVERIDAD
0,25.60,80.96,21.54,0.04,0.63,188.51,1,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,1,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,2,1,45
0,25.60,80.96,21.54,0.04,0.63,188.51,2,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,5,1,40
0,25.60,80.96,21.54,0.04,0.63,188.51,2,6,1,75
0,25.60,80.96,21.54,0.04,0.63,188.51,2,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,2,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,3,9,1,70
0,25.60,80.96,21.54,0.04,0.63,188.51,3,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,5,1,70
0,25.60,80.96,21.54,0.04,0.63,188.51,4,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,4,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,3,1,40
0,25.60,80.96,21.54,0.04,0.63,188.51,5,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,7,1,60
0,25.60,80.96,21.54,0.04,0.63,188.51,5,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,5,9,1,70
0,25.60,80.96,21.54,0.04,0.63,188.51,5,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,6,9,1,40
0,25.60,80.96,21.54,0.04,0.63,188.51,6,10,1,30
0,25.60,80.96,21.54,0.04,0.63,188.51,7,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,7,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,3,1,50
0,25.60,80.96,21.54,0.04,0.63,188.51,8,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,8,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,8,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,9,9,1,40
0,25.60,80.96,21.54,0.04,0.63,188.51,9,10,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,1,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,2,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,3,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,4,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,5,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,6,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,7,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,8,1,65
0,25.60,80.96,21.54,0.04,0.63,188.51,10,9,0,0
0,25.60,80.96,21.54,0.04,0.63,188.51,10,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,3,1,10
0,23.69,79.29,19.08,0.19,0.91,165.17,1,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,1,9,1,90
0,23.69,79.29,19.08,0.19,0.91,165.17,1,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,4,1,100
0,23.69,79.29,19.08,0.19,0.91,165.17,2,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,6,1,80
0,23.69,79.29,19.08,0.19,0.91,165.17,2,7,1,100
0,23.69,79.29,19.08,0.19,0.91,165.17,2,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,2,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,7,1,50
0,23.69,79.29,19.08,0.19,0.91,165.17,3,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,3,10,1,100
0,23.69,79.29,19.08,0.19,0.91,165.17,4,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,5,1,80
0,23.69,79.29,19.08,0.19,0.91,165.17,4,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,4,10,1,100
0,23.69,79.29,19.08,0.19,0.91,165.17,5,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,5,1,80
0,23.69,79.29,19.08,0.19,0.91,165.17,5,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,5,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,6,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,7,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,8,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,9,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,9,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,9,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,9,4,1,100
0,23.69,79.29,19.08,0.19,0.91,165.17,9,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,9,6,1,75
0,23.69,79.29,19.08,0.19,0.91,165.17,9,7,1,30
0,23.69,79.29,19.08,0.19,0.91,165.17,9,8,1,100
0,23.69,79.29,19.08,0.19,0.91,165.17,9,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,9,10,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,1,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,2,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,3,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,4,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,5,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,6,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,7,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,8,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,9,0,0
0,23.69,79.29,19.08,0.19,0.91,165.17,10,10,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,1,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,2,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,3,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,4,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,5,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,6,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,7,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,8,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,9,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,1,10,1,100
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,1,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,2,1,80
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,3,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,4,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,5,1,80
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,6,1,80
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,7,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,8,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,9,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,2,10,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,1,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,2,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,3,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,4,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,5,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,6,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,7,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,8,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,9,1,100
0.01,23.09,89.45,21.07,0.08,0.88,207.05,3,10,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,4,1,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,4,2,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,4,3,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,4,4,0,0
0.01,23.09,89.45,21.07,0.08,0.88,207.05,4,5,1,100
0.01,23.09,89.45,21.07,0.08,0.88,207.05,4,6,0,0
